Index,Date_2017,Hour,Throughput_2017,Week Number,Weekday,Date_2018,Throughput_2018,Date_2019,Throughput_2019
3324,,7:00:00,,42,Saturday,,,10/19/19,6
3325,,8:00:00,,42,Saturday,,,10/19/19,1
3326,,9:00:00,,42,Saturday,10/20/18,2,10/19/19,3
3327,,10:00:00,,42,Saturday,10/20/18,2,10/19/19,7
3328,,11:00:00,,42,Saturday,10/20/18,3,10/19/19,5
3329,,12:00:00,,42,Saturday,10/20/18,2,10/19/19,6
3330,,13:00:00,,42,Saturday,10/20/18,2,,
3331,,16:00:00,,42,Saturday,10/20/18,2,,
3332,,18:00:00,,42,Saturday,,,10/19/19,2
3333,,21:00:00,,42,Saturday,,,10/19/19,14
3334,,5:00:00,,42,Sunday,10/21/18,1,,
3335,10/22/17,7:00:00,2,42,Sunday,10/21/18,5,10/20/19,1
3336,,8:00:00,,42,Sunday,,,10/20/19,4
3337,,9:00:00,,42,Sunday,,,10/20/19,2
3338,,10:00:00,,42,Sunday,,,10/20/19,3
3339,10/22/17,11:00:00,2,42,Sunday,10/21/18,4,,
3340,,13:00:00,,42,Sunday,10/21/18,2,,
3341,10/22/17,14:00:00,1,42,Sunday,10/21/18,1,10/20/19,3
3342,10/22/17,15:00:00,2,42,Sunday,,,10/20/19,3
3343,,16:00:00,,42,Sunday,10/21/18,1,10/20/19,1
3344,,17:00:00,,42,Sunday,10/21/18,3,,
3345,,18:00:00,,42,Sunday,,,10/20/19,3
3346,10/22/17,19:00:00,3,42,Sunday,,,10/20/19,1
3347,,20:00:00,,42,Sunday,10/21/18,7,10/20/19,3
3348,10/22/17,21:00:00,2,42,Sunday,10/21/18,1,,
3349,,6:00:00,,42,Thursday,,,10/17/19,3
3350,10/19/17,7:00:00,1,42,Thursday,10/18/18,2,10/17/19,5
3351,10/19/17,8:00:00,2,42,Thursday,,,,
3352,,9:00:00,,42,Thursday,,,10/17/19,4
3353,10/19/17,10:00:00,1,42,Thursday,,,10/17/19,8
3354,,12:00:00,,42,Thursday,,,10/17/19,13
3355,,14:00:00,,42,Thursday,10/18/18,8,10/17/19,4
3356,,15:00:00,,42,Thursday,,,10/17/19,6
3357,,16:00:00,,42,Thursday,10/18/18,2,10/17/19,7
3358,,19:00:00,,42,Thursday,,,10/17/19,4
3359,,20:00:00,,42,Thursday,10/18/18,4,,
3360,,21:00:00,,42,Thursday,10/18/18,2,,
3361,,5:00:00,,42,Tuesday,10/16/18,2,,
3362,,6:00:00,,42,Tuesday,,,10/15/19,2
3363,,7:00:00,,42,Tuesday,,,10/15/19,1
3364,,9:00:00,,42,Tuesday,10/16/18,1,,
3365,,11:00:00,,42,Tuesday,10/16/18,1,,
3366,,12:00:00,,42,Tuesday,10/16/18,6,10/15/19,1
3367,,14:00:00,,42,Tuesday,10/16/18,2,,
3368,10/17/17,15:00:00,1,42,Tuesday,10/16/18,1,,
3369,,16:00:00,,42,Tuesday,10/16/18,1,10/15/19,3
3370,,17:00:00,,42,Tuesday,10/16/18,1,,
3371,,18:00:00,,42,Tuesday,,,10/15/19,2
3372,,20:00:00,,42,Tuesday,10/16/18,2,,
3373,,4:00:00,,42,Wednesday,10/17/18,2,,
3374,,5:00:00,,42,Wednesday,10/17/18,1,,
3375,,6:00:00,,42,Wednesday,,,10/16/19,1
3376,10/18/17,7:00:00,2,42,Wednesday,,,,
3377,,8:00:00,,42,Wednesday,,,10/16/19,15
3378,,11:00:00,,42,Wednesday,10/17/18,2,10/16/19,2
3379,10/18/17,12:00:00,1,42,Wednesday,,,10/16/19,1
3380,10/18/17,14:00:00,1,42,Wednesday,10/17/18,1,10/16/19,3
3381,,15:00:00,,42,Wednesday,,,10/16/19,1
3382,,17:00:00,,42,Wednesday,10/17/18,2,,
3383,,18:00:00,,42,Wednesday,10/17/18,3,,
3384,,20:00:00,,42,Wednesday,10/17/18,4,10/16/19,3
3385,,21:00:00,,42,Wednesday,10/17/18,6,10/16/19,5
3386,,6:00:00,,43,Friday,,,10/25/19,1
3387,,7:00:00,,43,Friday,10/26/18,3,,
3388,,8:00:00,,43,Friday,,,10/25/19,3
3389,,9:00:00,,43,Friday,,,10/25/19,4
3390,10/27/17,10:00:00,1,43,Friday,10/26/18,3,10/25/19,5
3391,,11:00:00,,43,Friday,,,10/25/19,3
3392,10/27/17,12:00:00,1,43,Friday,,,,
3393,10/27/17,13:00:00,4,43,Friday,,,,
3394,,14:00:00,,43,Friday,,,10/25/19,5
3395,,15:00:00,,43,Friday,,,10/25/19,1
3396,,16:00:00,,43,Friday,10/26/18,4,10/25/19,2
3397,,17:00:00,,43,Friday,10/26/18,1,,
3398,,18:00:00,,43,Friday,,,10/25/19,1
3399,,21:00:00,,43,Friday,,,10/25/19,1
3400,10/23/17,6:00:00,1,43,Monday,,,10/21/19,2
3401,10/23/17,7:00:00,2,43,Monday,10/22/18,2,10/21/19,3
3402,,8:00:00,,43,Monday,10/22/18,4,10/21/19,1
3403,,10:00:00,,43,Monday,,,10/21/19,1
3404,10/23/17,11:00:00,1,43,Monday,10/22/18,2,,
3405,10/23/17,12:00:00,5,43,Monday,,,,
3406,,13:00:00,,43,Monday,10/22/18,2,10/21/19,5
3407,10/23/17,14:00:00,1,43,Monday,,,10/21/19,1
3408,,15:00:00,,43,Monday,10/22/18,3,10/21/19,1
3409,,16:00:00,,43,Monday,,,10/21/19,2
3410,10/23/17,19:00:00,4,43,Monday,,,,
3411,10/23/17,20:00:00,1,43,Monday,10/22/18,3,,
3412,,21:00:00,,43,Monday,10/22/18,2,,
3413,,5:00:00,,43,Saturday,,,10/26/19,1
3414,,6:00:00,,43,Saturday,,,10/26/19,5
3415,10/28/17,7:00:00,3,43,Saturday,10/27/18,2,,
3416,,8:00:00,,43,Saturday,10/27/18,8,10/26/19,5
3417,,9:00:00,,43,Saturday,,,10/26/19,3
3418,,10:00:00,,43,Saturday,,,10/26/19,5
3419,,11:00:00,,43,Saturday,10/27/18,1,10/26/19,6
3420,10/28/17,13:00:00,1,43,Saturday,10/27/18,4,,
3421,,14:00:00,,43,Saturday,,,10/26/19,7
3422,,15:00:00,,43,Saturday,10/27/18,4,10/26/19,5
3423,10/28/17,16:00:00,2,43,Saturday,,,10/26/19,2
3424,10/28/17,18:00:00,5,43,Saturday,,,10/26/19,5
3425,,19:00:00,,43,Saturday,10/27/18,2,,
3426,,20:00:00,,43,Saturday,10/27/18,1,10/26/19,4
3427,10/28/17,21:00:00,4,43,Saturday,10/27/18,1,10/26/19,11
3428,,6:00:00,,43,Sunday,10/28/18,2,,
3429,10/29/17,8:00:00,1,43,Sunday,10/28/18,5,10/27/19,3
3430,,9:00:00,,43,Sunday,,,10/27/19,5
3431,,10:00:00,,43,Sunday,,,10/27/19,2
3432,,12:00:00,,43,Sunday,,,10/27/19,5
3433,,13:00:00,,43,Sunday,,,10/27/19,4
3434,,14:00:00,,43,Sunday,,,10/27/19,2
3435,,15:00:00,,43,Sunday,,,10/27/19,3
3436,,16:00:00,,43,Sunday,10/28/18,1,,
3437,,18:00:00,,43,Sunday,,,10/27/19,2
3438,,21:00:00,,43,Sunday,10/28/18,8,10/27/19,3
3439,,6:00:00,,43,Thursday,,,10/24/19,3
3440,10/26/17,7:00:00,2,43,Thursday,10/25/18,5,10/24/19,5
3441,10/26/17,8:00:00,2,43,Thursday,,,10/24/19,2
3442,10/26/17,9:00:00,2,43,Thursday,,,10/24/19,2
3443,,10:00:00,,43,Thursday,10/25/18,4,,
3444,,11:00:00,,43,Thursday,,,10/24/19,3
3445,,12:00:00,,43,Thursday,10/25/18,1,10/24/19,4
3446,10/26/17,13:00:00,1,43,Thursday,10/25/18,2,10/24/19,5
3447,,14:00:00,,43,Thursday,10/25/18,4,10/24/19,10
3448,10/26/17,15:00:00,1,43,Thursday,10/25/18,1,,
3449,10/26/17,17:00:00,1,43,Thursday,10/25/18,4,,
3450,,18:00:00,,43,Thursday,10/25/18,3,,
3451,,21:00:00,,43,Thursday,10/25/18,2,,
3452,,5:00:00,,43,Tuesday,10/23/18,1,,
3453,,7:00:00,,43,Tuesday,,,10/22/19,1
3454,,8:00:00,,43,Tuesday,10/23/18,2,10/22/19,2
3455,,9:00:00,,43,Tuesday,10/23/18,2,10/22/19,2
3456,,10:00:00,,43,Tuesday,10/23/18,6,,
3457,10/24/17,11:00:00,3,43,Tuesday,,,10/22/19,1
3458,,13:00:00,,43,Tuesday,10/23/18,2,,
3459,10/24/17,14:00:00,2,43,Tuesday,,,10/22/19,3
3460,,15:00:00,,43,Tuesday,,,10/22/19,2
3461,,16:00:00,,43,Tuesday,10/23/18,6,,
3462,10/24/17,17:00:00,2,43,Tuesday,,,,
3463,,18:00:00,,43,Tuesday,,,10/22/19,5
3464,10/24/17,21:00:00,2,43,Tuesday,10/23/18,1,10/22/19,6
3465,,5:00:00,,43,Wednesday,10/24/18,1,,
3466,,6:00:00,,43,Wednesday,10/24/18,5,,
3467,,7:00:00,,43,Wednesday,,,10/23/19,11
3468,,8:00:00,,43,Wednesday,,,10/23/19,4
3469,10/25/17,9:00:00,1,43,Wednesday,,,10/23/19,4
3470,10/25/17,10:00:00,2,43,Wednesday,10/24/18,1,10/23/19,2
3471,10/25/17,11:00:00,1,43,Wednesday,10/24/18,9,,
3472,,12:00:00,,43,Wednesday,10/24/18,1,10/23/19,6
3473,,14:00:00,,43,Wednesday,10/24/18,5,10/23/19,2
3474,,17:00:00,,43,Wednesday,10/24/18,2,,
3475,,20:00:00,,43,Wednesday,,,10/23/19,9
3476,,21:00:00,,43,Wednesday,10/24/18,2,10/23/19,3
3477,,5:00:00,,44,Friday,,,11/1/19,1
3478,,7:00:00,,44,Friday,11/2/18,4,11/1/19,5
3479,,8:00:00,,44,Friday,11/2/18,5,,
3480,,9:00:00,,44,Friday,11/2/18,4,,
3481,,12:00:00,,44,Friday,11/2/18,6,11/1/19,4
3482,,13:00:00,,44,Friday,11/2/18,2,11/1/19,14
3483,,14:00:00,,44,Friday,,,11/1/19,4
3484,11/3/17,15:00:00,3,44,Friday,11/2/18,2,11/1/19,2
3485,,17:00:00,,44,Friday,,,11/1/19,2
3486,,18:00:00,,44,Friday,,,11/1/19,3
3487,,19:00:00,,44,Friday,,,11/1/19,3
3488,,20:00:00,,44,Friday,,,11/1/19,7
3489,,21:00:00,,44,Friday,11/2/18,5,11/1/19,1
3490,,5:00:00,,44,Monday,,,10/28/19,1
3491,,6:00:00,,44,Monday,,,10/28/19,1
3492,,7:00:00,,44,Monday,,,10/28/19,5
3493,10/30/17,8:00:00,2,44,Monday,10/29/18,6,,
3494,,9:00:00,,44,Monday,10/29/18,1,,
3495,,10:00:00,,44,Monday,10/29/18,1,10/28/19,8
3496,,11:00:00,,44,Monday,10/29/18,2,,
3497,10/30/17,13:00:00,2,44,Monday,,,10/28/19,2
3498,,14:00:00,,44,Monday,,,10/28/19,1
3499,10/30/17,15:00:00,1,44,Monday,,,10/28/19,10
3500,10/30/17,16:00:00,1,44,Monday,,,10/28/19,2
3501,,17:00:00,,44,Monday,,,10/28/19,1
3502,10/30/17,18:00:00,1,44,Monday,,,10/28/19,6
3503,10/30/17,20:00:00,1,44,Monday,,,10/28/19,1
3504,10/30/17,21:00:00,2,44,Monday,10/29/18,2,,
3505,,5:00:00,,44,Saturday,11/3/18,2,11/2/19,5
3506,,6:00:00,,44,Saturday,,,11/2/19,2
3507,,7:00:00,,44,Saturday,11/3/18,1,11/2/19,4
3508,,8:00:00,,44,Saturday,11/3/18,4,,
3509,,9:00:00,,44,Saturday,,,11/2/19,4
3510,,11:00:00,,44,Saturday,,,11/2/19,2
3511,,12:00:00,,44,Saturday,,,11/2/19,1
3512,,13:00:00,,44,Saturday,,,11/2/19,4
3513,,14:00:00,,44,Saturday,,,11/2/19,7
3514,,15:00:00,,44,Saturday,11/3/18,2,11/2/19,3
3515,11/4/17,17:00:00,3,44,Saturday,,,,
3516,,18:00:00,,44,Saturday,11/3/18,1,11/2/19,7
3517,11/4/17,20:00:00,3,44,Saturday,,,,
3518,,21:00:00,,44,Saturday,11/3/18,2,11/2/19,3
3519,,5:00:00,,44,Sunday,,,11/3/19,1
3520,,7:00:00,,44,Sunday,11/4/18,1,,
3521,,8:00:00,,44,Sunday,11/4/18,1,11/3/19,4
3522,,9:00:00,,44,Sunday,11/4/18,7,,
3523,,11:00:00,,44,Sunday,11/4/18,5,11/3/19,8
3524,,13:00:00,,44,Sunday,11/4/18,2,11/3/19,2
3525,,14:00:00,,44,Sunday,11/4/18,2,11/3/19,10
3526,,15:00:00,,44,Sunday,11/4/18,2,11/3/19,1
3527,,17:00:00,,44,Sunday,11/4/18,1,11/3/19,2
3528,,20:00:00,,44,Sunday,11/4/18,6,11/3/19,2
3529,,21:00:00,,44,Sunday,11/4/18,6,,
3530,,6:00:00,,44,Thursday,11/1/18,2,,
3531,,7:00:00,,44,Thursday,11/1/18,1,10/31/19,3
3532,,8:00:00,,44,Thursday,11/1/18,3,10/31/19,1
3533,,9:00:00,,44,Thursday,11/1/18,3,10/31/19,1
3534,,10:00:00,,44,Thursday,,,10/31/19,1
3535,11/2/17,11:00:00,1,44,Thursday,11/1/18,9,10/31/19,9
3536,,13:00:00,,44,Thursday,11/1/18,2,,
3537,,15:00:00,,44,Thursday,11/1/18,2,10/31/19,5
3538,,16:00:00,,44,Thursday,11/1/18,9,10/31/19,2
3539,,17:00:00,,44,Thursday,11/1/18,1,10/31/19,2
3540,11/2/17,18:00:00,1,44,Thursday,,,,
3541,11/2/17,21:00:00,2,44,Thursday,,,,
3542,,6:00:00,,44,Tuesday,10/30/18,1,10/29/19,1
3543,,7:00:00,,44,Tuesday,10/30/18,2,10/29/19,3
3544,10/31/17,8:00:00,3,44,Tuesday,10/30/18,2,10/29/19,2
3545,,9:00:00,,44,Tuesday,,,10/29/19,1
3546,,11:00:00,,44,Tuesday,,,10/29/19,3
3547,,12:00:00,,44,Tuesday,,,10/29/19,3
3548,,13:00:00,,44,Tuesday,,,10/29/19,1
3549,,14:00:00,,44,Tuesday,10/30/18,4,10/29/19,4
3550,10/31/17,15:00:00,1,44,Tuesday,10/30/18,6,10/29/19,5
3551,,17:00:00,,44,Tuesday,,,10/29/19,4
3552,,18:00:00,,44,Tuesday,10/30/18,2,,
3553,,20:00:00,,44,Tuesday,,,10/29/19,3
3554,10/31/17,21:00:00,12,44,Tuesday,10/30/18,2,10/29/19,6
3555,,7:00:00,,44,Wednesday,10/31/18,4,,
3556,,8:00:00,,44,Wednesday,10/31/18,1,,
3557,,10:00:00,,44,Wednesday,,,10/30/19,8
3558,,12:00:00,,44,Wednesday,,,10/30/19,1
3559,,13:00:00,,44,Wednesday,10/31/18,1,,
3560,11/1/17,15:00:00,1,44,Wednesday,,,,
3561,,16:00:00,,44,Wednesday,,,10/30/19,2
3562,11/1/17,17:00:00,2,44,Wednesday,,,,
3563,11/1/17,18:00:00,5,44,Wednesday,10/31/18,2,10/30/19,1
3564,11/1/17,21:00:00,9,44,Wednesday,10/31/18,3,10/30/19,1
3565,,6:00:00,,45,Friday,11/9/18,4,11/8/19,6
3566,11/10/17,7:00:00,2,45,Friday,11/9/18,4,11/8/19,2
3567,,8:00:00,,45,Friday,11/9/18,3,,
3568,,9:00:00,,45,Friday,11/9/18,2,11/8/19,5
3569,,10:00:00,,45,Friday,11/9/18,5,11/8/19,4
3570,11/10/17,11:00:00,7,45,Friday,11/9/18,2,,
3571,,12:00:00,,45,Friday,11/9/18,1,11/8/19,4
3572,,13:00:00,,45,Friday,11/9/18,6,11/8/19,7
3573,11/10/17,14:00:00,4,45,Friday,11/9/18,5,11/8/19,4
3574,,15:00:00,,45,Friday,,,11/8/19,1
3575,,16:00:00,,45,Friday,,,11/8/19,5
3576,,17:00:00,,45,Friday,11/9/18,1,11/8/19,1
3577,,19:00:00,,45,Friday,,,11/8/19,2
3578,,21:00:00,,45,Friday,,,11/8/19,1
3579,,7:00:00,,45,Monday,11/5/18,4,11/4/19,2
3580,,8:00:00,,45,Monday,,,11/4/19,3
3581,,9:00:00,,45,Monday,11/5/18,6,,
3582,11/6/17,10:00:00,4,45,Monday,,,11/4/19,1
3583,11/6/17,11:00:00,1,45,Monday,,,11/4/19,1
3584,,12:00:00,,45,Monday,11/5/18,3,11/4/19,3
3585,11/6/17,13:00:00,1,45,Monday,11/5/18,2,,
3586,11/6/17,14:00:00,1,45,Monday,11/5/18,1,11/4/19,3
3587,11/6/17,15:00:00,1,45,Monday,11/5/18,1,11/4/19,5
3588,,16:00:00,,45,Monday,11/5/18,2,11/4/19,2
3589,,19:00:00,,45,Monday,11/5/18,2,11/4/19,4
3590,11/6/17,20:00:00,1,45,Monday,11/5/18,2,11/4/19,4
3591,,21:00:00,,45,Monday,11/5/18,6,,
3592,,7:00:00,,45,Saturday,11/10/18,3,11/9/19,2
3593,,9:00:00,,45,Saturday,11/10/18,3,11/9/19,1
3594,11/11/17,11:00:00,3,45,Saturday,11/10/18,1,,
3595,,12:00:00,,45,Saturday,11/10/18,1,,
3596,,13:00:00,,45,Saturday,11/10/18,1,11/9/19,2
3597,11/11/17,14:00:00,3,45,Saturday,11/10/18,3,,
3598,,15:00:00,,45,Saturday,11/10/18,2,11/9/19,4
3599,,17:00:00,,45,Saturday,,,11/9/19,7
3600,,20:00:00,,45,Saturday,11/10/18,2,11/9/19,4
3601,11/11/17,21:00:00,5,45,Saturday,,,,
3602,,7:00:00,,45,Sunday,,,11/10/19,3
3603,,8:00:00,,45,Sunday,,,11/10/19,8
3604,,9:00:00,,45,Sunday,,,11/10/19,7
3605,11/12/17,10:00:00,1,45,Sunday,11/11/18,5,,
3606,11/12/17,11:00:00,3,45,Sunday,,,11/10/19,1
3607,,12:00:00,,45,Sunday,,,11/10/19,2
3608,,13:00:00,,45,Sunday,,,11/10/19,4
3609,,14:00:00,,45,Sunday,11/11/18,2,11/10/19,4
3610,11/12/17,15:00:00,3,45,Sunday,11/11/18,2,11/10/19,1
3611,,16:00:00,,45,Sunday,11/11/18,4,,
3612,11/12/17,17:00:00,1,45,Sunday,11/11/18,3,,
3613,,18:00:00,,45,Sunday,,,11/10/19,1
3614,,20:00:00,,45,Sunday,11/11/18,2,11/10/19,1
3615,,21:00:00,,45,Sunday,11/11/18,4,11/10/19,2
3616,,6:00:00,,45,Thursday,11/8/18,5,,
3617,,7:00:00,,45,Thursday,11/8/18,1,11/7/19,1
3618,,8:00:00,,45,Thursday,11/8/18,1,11/7/19,1
3619,,9:00:00,,45,Thursday,11/8/18,3,11/7/19,11
3620,,10:00:00,,45,Thursday,11/8/18,1,11/7/19,3
3621,11/9/17,12:00:00,1,45,Thursday,11/8/18,3,11/7/19,10
3622,,13:00:00,,45,Thursday,11/8/18,3,11/7/19,2
3623,,14:00:00,,45,Thursday,,,11/7/19,5
3624,,15:00:00,,45,Thursday,,,11/7/19,4
3625,,16:00:00,,45,Thursday,,,11/7/19,2
3626,11/9/17,17:00:00,2,45,Thursday,11/8/18,3,,
3627,,19:00:00,,45,Thursday,11/8/18,2,11/7/19,2
3628,,21:00:00,,45,Thursday,11/8/18,1,,
3629,11/7/17,6:00:00,1,45,Tuesday,,,,
3630,,7:00:00,,45,Tuesday,11/6/18,2,11/5/19,2
3631,,8:00:00,,45,Tuesday,,,11/5/19,1
3632,,9:00:00,,45,Tuesday,11/6/18,3,11/5/19,1
3633,11/7/17,11:00:00,1,45,Tuesday,,,,
3634,,12:00:00,,45,Tuesday,11/6/18,1,,
3635,,13:00:00,,45,Tuesday,11/6/18,2,11/5/19,5
3636,,14:00:00,,45,Tuesday,,,11/5/19,6
3637,11/7/17,15:00:00,2,45,Tuesday,,,11/5/19,10
3638,,16:00:00,,45,Tuesday,,,11/5/19,5
3639,,17:00:00,,45,Tuesday,11/6/18,1,11/5/19,3
3640,,18:00:00,,45,Tuesday,11/6/18,5,11/5/19,3
3641,,21:00:00,,45,Tuesday,11/6/18,3,,
3642,,6:00:00,,45,Wednesday,,,11/6/19,2
3643,,7:00:00,,45,Wednesday,,,11/6/19,5
3644,,8:00:00,,45,Wednesday,,,11/6/19,2
3645,11/8/17,9:00:00,3,45,Wednesday,,,11/6/19,8
3646,11/8/17,10:00:00,1,45,Wednesday,11/7/18,4,11/6/19,9
3647,11/8/17,11:00:00,2,45,Wednesday,,,,
3648,,12:00:00,,45,Wednesday,11/7/18,1,,
3649,11/8/17,13:00:00,2,45,Wednesday,11/7/18,2,11/6/19,3
3650,,14:00:00,,45,Wednesday,,,11/6/19,5
3651,11/8/17,16:00:00,5,45,Wednesday,,,11/6/19,3
3652,,18:00:00,,45,Wednesday,,,11/6/19,1
3653,11/8/17,19:00:00,1,45,Wednesday,,,,
3654,,20:00:00,,45,Wednesday,11/7/18,3,11/6/19,10
3655,,21:00:00,,45,Wednesday,11/7/18,2,11/6/19,1
3656,,6:00:00,,46,Friday,11/16/18,3,,
3657,11/17/17,7:00:00,3,46,Friday,11/16/18,2,11/15/19,3
3658,,8:00:00,,46,Friday,11/16/18,7,11/15/19,8
3659,11/17/17,10:00:00,3,46,Friday,11/16/18,4,11/15/19,3
3660,,11:00:00,,46,Friday,11/16/18,8,11/15/19,1
3661,11/17/17,12:00:00,1,46,Friday,11/16/18,11,11/15/19,3
3662,11/17/17,13:00:00,2,46,Friday,,,,
3663,,14:00:00,,46,Friday,,,11/15/19,3
3664,,15:00:00,,46,Friday,11/16/18,5,,
3665,,16:00:00,,46,Friday,11/16/18,3,,
3666,,17:00:00,,46,Friday,11/16/18,1,,
3667,,18:00:00,,46,Friday,,,11/15/19,5
3668,,19:00:00,,46,Friday,,,11/15/19,3
3669,11/17/17,20:00:00,1,46,Friday,,,,
3670,,21:00:00,,46,Friday,11/16/18,18,11/15/19,4
3671,,6:00:00,,46,Monday,,,11/11/19,1
3672,,7:00:00,,46,Monday,,,11/11/19,3
3673,,8:00:00,,46,Monday,,,11/11/19,2
3674,,9:00:00,,46,Monday,,,11/11/19,2
3675,,10:00:00,,46,Monday,11/12/18,2,11/11/19,6
3676,,11:00:00,,46,Monday,11/12/18,2,,
3677,11/13/17,12:00:00,4,46,Monday,,,11/11/19,2
3678,11/13/17,13:00:00,1,46,Monday,,,,
3679,11/13/17,14:00:00,1,46,Monday,11/12/18,4,11/11/19,1
3680,,15:00:00,,46,Monday,,,11/11/19,1
3681,11/13/17,16:00:00,2,46,Monday,11/12/18,1,11/11/19,4
3682,11/13/17,17:00:00,1,46,Monday,11/12/18,6,,
3683,,20:00:00,,46,Monday,,,11/11/19,1
3684,,21:00:00,,46,Monday,11/12/18,1,11/11/19,2
3685,,5:00:00,,46,Saturday,11/17/18,1,,
3686,,6:00:00,,46,Saturday,11/17/18,1,,
3687,,7:00:00,,46,Saturday,11/17/18,14,11/16/19,1
3688,,8:00:00,,46,Saturday,11/17/18,4,,
3689,11/18/17,9:00:00,1,46,Saturday,11/17/18,6,11/16/19,4
3690,11/18/17,10:00:00,7,46,Saturday,11/17/18,2,11/16/19,3
3691,,11:00:00,,46,Saturday,11/17/18,3,,
3692,11/18/17,13:00:00,6,46,Saturday,11/17/18,3,,
3693,11/18/17,14:00:00,5,46,Saturday,,,,
3694,11/18/17,15:00:00,4,46,Saturday,,,11/16/19,2
3695,11/18/17,16:00:00,1,46,Saturday,11/17/18,4,,
3696,,17:00:00,,46,Saturday,11/17/18,2,11/16/19,1
3697,,19:00:00,,46,Saturday,11/17/18,4,,
3698,,20:00:00,,46,Saturday,11/17/18,7,,
3699,,21:00:00,,46,Saturday,,,11/16/19,3
3700,11/19/17,5:00:00,1,46,Sunday,,,,
3701,,7:00:00,,46,Sunday,11/18/18,6,,
3702,,9:00:00,,46,Sunday,11/18/18,6,,
3703,,10:00:00,,46,Sunday,11/18/18,1,11/17/19,5
3704,11/19/17,11:00:00,4,46,Sunday,,,11/17/19,2
3705,,12:00:00,,46,Sunday,11/18/18,3,,
3706,11/19/17,13:00:00,1,46,Sunday,11/18/18,2,,
3707,,14:00:00,,46,Sunday,11/18/18,1,11/17/19,7
3708,11/19/17,15:00:00,6,46,Sunday,,,11/17/19,2
3709,,16:00:00,,46,Sunday,11/18/18,2,11/17/19,2
3710,11/19/17,17:00:00,4,46,Sunday,,,,
3711,,18:00:00,,46,Sunday,11/18/18,2,,
3712,,19:00:00,,46,Sunday,11/18/18,1,,
3713,11/19/17,20:00:00,1,46,Sunday,11/18/18,3,,
3714,,21:00:00,,46,Sunday,11/18/18,2,11/17/19,2
3715,,5:00:00,,46,Thursday,11/15/18,1,,
3716,,6:00:00,,46,Thursday,11/15/18,3,11/14/19,1
3717,,7:00:00,,46,Thursday,11/15/18,2,11/14/19,4
3718,,9:00:00,,46,Thursday,11/15/18,6,11/14/19,3
3719,,10:00:00,,46,Thursday,,,11/14/19,3
3720,11/16/17,11:00:00,1,46,Thursday,,,,
3721,,12:00:00,,46,Thursday,11/15/18,2,11/14/19,3
3722,11/16/17,14:00:00,2,46,Thursday,11/15/18,6,11/14/19,10
3723,,15:00:00,,46,Thursday,11/15/18,3,11/14/19,1
3724,,16:00:00,,46,Thursday,11/15/18,4,11/14/19,5
3725,11/16/17,17:00:00,2,46,Thursday,11/15/18,4,11/14/19,6
3726,,18:00:00,,46,Thursday,,,11/14/19,1
3727,,21:00:00,,46,Thursday,11/15/18,6,11/14/19,2
3728,,5:00:00,,46,Tuesday,11/13/18,1,,
3729,,7:00:00,,46,Tuesday,11/13/18,2,11/12/19,5
3730,,8:00:00,,46,Tuesday,,,11/12/19,4
3731,,9:00:00,,46,Tuesday,11/13/18,3,11/12/19,4
3732,,10:00:00,,46,Tuesday,11/13/18,2,,
3733,11/14/17,11:00:00,3,46,Tuesday,11/13/18,1,11/12/19,6
3734,,12:00:00,,46,Tuesday,11/13/18,3,,
3735,,13:00:00,,46,Tuesday,,,11/12/19,2
3736,11/14/17,14:00:00,2,46,Tuesday,11/13/18,3,11/12/19,2
3737,11/14/17,15:00:00,1,46,Tuesday,,,11/12/19,1
3738,11/14/17,17:00:00,7,46,Tuesday,,,11/12/19,1
3739,11/14/17,19:00:00,1,46,Tuesday,11/13/18,1,,
3740,,20:00:00,,46,Tuesday,11/13/18,6,,
3741,,21:00:00,,46,Tuesday,,,11/12/19,8
3742,,5:00:00,,46,Wednesday,11/14/18,1,11/13/19,1
3743,,7:00:00,,46,Wednesday,11/14/18,3,11/13/19,2
3744,11/15/17,8:00:00,2,46,Wednesday,,,11/13/19,4
3745,,9:00:00,,46,Wednesday,11/14/18,10,,
3746,,10:00:00,,46,Wednesday,11/14/18,1,,
3747,11/15/17,11:00:00,6,46,Wednesday,11/14/18,1,11/13/19,1
3748,,12:00:00,,46,Wednesday,11/14/18,2,11/13/19,6
3749,11/15/17,13:00:00,1,46,Wednesday,11/14/18,1,11/13/19,4
3750,11/15/17,15:00:00,3,46,Wednesday,11/14/18,6,11/13/19,1
3751,,16:00:00,,46,Wednesday,11/14/18,4,,
3752,,17:00:00,,46,Wednesday,11/14/18,3,11/13/19,1
3753,,18:00:00,,46,Wednesday,11/14/18,2,11/13/19,2
3754,,19:00:00,,46,Wednesday,,,11/13/19,2
3755,11/15/17,20:00:00,4,46,Wednesday,11/14/18,2,11/13/19,6
3756,,21:00:00,,46,Wednesday,11/14/18,2,11/13/19,1
3757,,7:00:00,,47,Friday,,,11/22/19,8
3758,11/24/17,8:00:00,5,47,Friday,11/23/18,2,11/22/19,5
3759,,9:00:00,,47,Friday,11/23/18,4,,
3760,,10:00:00,,47,Friday,11/23/18,2,11/22/19,7
3761,,11:00:00,,47,Friday,,,11/22/19,9
3762,,12:00:00,,47,Friday,11/23/18,8,,
3763,,14:00:00,,47,Friday,11/23/18,18,11/22/19,12
3764,11/24/17,15:00:00,7,47,Friday,11/23/18,1,11/22/19,3
